time, rank, team, total cps, cp diff, driver, session time, session average, session record, last lap, session cps, total driver cps, total time, total record, total average
21614.621,4,[44]TMUnited,2891,20,[44]TMUnited Extreme,4369.913,244,242,242,608,608,4375.093,242,244
21614.621,5,[33]eK.,2881,10,[33]eK.paxmower_,2897.304,247,243,250,400,876,6384.380,243,247
21614.621,6,[25]ѕαw.,2867,14,[25] Capturé·au·lasѕαw·,2897.925,246,243,249,401,1115,8154.805,243,249
21614.621,7,[34]ΛИO|n|,2859,8,[34] ΛИO|n|Didou,2893.278,244,242,243,403,1355,9794.385,242,246
21614.621,8,[28]Flying|,2858,1,[28]Flying|Dutchy 24hLive,2899.562,244,242,242,403,907,6615.401,242,248
21614.621,9,[32]eK².,2852,6,[32]eK.Barbos,2897.121,247,244,244,399,399,2905.992,244,247
21614.621,10,[45]esu l,2850,2,[45] esu | נυмρєя,2894.517,247,245,246,398,1282,9431.601,245,250
21614.621,11,[23]mÇon|,2850,0,[23]mÇon|Swe|Q'Awé,2900.162,250,244,259,395,395,2900.162,244,250
21614.621,12,[27]KKK,2832,18,[27]KKKmagnet,6080.456,247,243,248,836,1299,9522.216,243,249
21614.621,13,[26]ѕαw.,2829,3,[26] ŚαŁмαηgeurde ѕαwcisse.,2899.061,250,244,245,394,394,2899.061,244,250
21614.621,14,[13] !mpact|,2817,12,[13]!mpact|SurLePareBrise.#Carglass,803.832,253,251,251,109,559,4133.758,246,251
21614.621,15,[21]the.²,2813,4,[21]the².Jonny',2893.614,251,247,248,394,822,6143.504,247,254
21614.621,16,[09]«ρġġ.,2813,0,[09]«ρġġ.Cineon,6636.231,248,244,244,910,1828,13470.714,244,250
21614.621,17,[30]mÇon|,2788,25,[30]mÇon|Luϻαr,2897.171,249,244,246,396,1945,14376.138,244,251
21614.621,18,[41]eXception|,2780,8,[41]eXc|Scho_O.,2899.645,253,246,252,390,390,2899.645,246,253
21614.621,19,[37]ѕαw.3,2766,14,[37] ѕαwstupid.3 Trackmania Tυяьσ.,6464.922,255,248,252,863,863,6471.426,248,255
21614.621,20,[05]ŦÐ'',2763,3,[05]ŦÐ"moo.unso!,2895.460,256,251,259,385,385,2902.316,251,256
21614.621,21,[35]eK³.,2761,2,[35] eK³.Marv!B,2669.913,259,255,258,350,1268,9806.368,255,263
21614.621,22,[03]orKs.,2758,3,[03] orKs.Yoyoshi,5079.944,252,245,255,686,686,5088.517,245,252
21614.621,23,[42]I'm horny,2733,25, [42] I'm horny. Grizzly,2894.489,264,252,268,370,1076,8254.188,249,259
21614.621,24,[38]hal.ko.,2724,9,[38] hal.ko.Tolkie,4299.080,264,253,268,549,549,4304.463,253,264
21614.621,25,[02]iггձէiօռձl,2723,1,[02] iггձէiօռձl π=3.14159...,2895.922,258,250,253,380,380,2895.922,250,258
21614.621,26,[29]Sρeed.,2715,8,[29]Sρeed.Hekta〆,2897.934,258,253,264,383,1335,10164.253,252,258
21614.621,27,[46]crYo *,2705,10,[46]crYo *Specktra,2900.537,257,251,258,383,893,6797.948,250,258
21614.621,28,[04]Ғox|,2699,6,[04]Ғox| FakeCop !,8553.223,266,259,261,1094,1094,8561.986,259,266
21614.621,29,[22]#JeSuisĐirt,2697,2,[22]ρυlѕе.Pilounours,2764.642,250,247,248,376,886,6600.822,247,253
21614.621,30,[17]edrm',2694,3,[17] edrm' Elmo,2896.288,278,266,271,357,357,2905.518,266,278
21614.621,31,[01]Tнe мιnιonѕ,2654,40,[01] Tнe мιnιonѕ Bob!,2893.938,256,252,256,386,386,2902.015,252,256
21614.621,32,[43]90's |,2652,2,[43]90's | ALF.esu,3074.552,263,257,265,396,816,6386.941,257,265
21614.621,33,[14]Care Bears,2633,19,[14] Take Care Bear ヅ>,2895.918,269,259,272,366,366,2906.760,259,269
21614.621,34,[16]Ян,2618,15,[16] Ян Ͼσsiϻσ87*,67.162,0,0,0,10,40,366.467,0,0
21614.621,35,[47]Noobius〢,2579,39,[47] Noobius〢COASTguard.,1913.289,282,258,323,234,1612,13357.808,258,282
21614.621,36,[20]Lunatic.,2571,8,[20]Lunatico.๔αηιιнσмє,1461.309,291,284,294,172,172,1468.470,284,291
21614.621,37,[10]「ßƒČ」,2532,39,[10]「ßƒČ」Striik,1295.534,267,260,260,167,167,1302.472,260,267
21614.621,38,[15]הeon,2526,6,madbelgiumhd,2859.727,309,296,299,321,321,2863.556,296,309
21614.621,39,[18]-КЗ-,2507,19,[18]-КЗ- Nanoツ,2889.831,273,264,274,363,777,6250.669,264,274
21614.621,40,[12]ŁıϭнT's,2475,32,[12] ŁıϭнT's.  Ringoa,2667.172,275,262,263,331,603,4785.875,255,269
21614.621,41,[07]øмǥהøøƀ |,2475,0,[07] øмǥהøøƀ | LeVieuxJah,2043.422,270,264,264,258,1176,9515.473,264,275
21614.621,42,[40]DunsteCrew,2451,24,[40] Dunste^CrewLeader #DC,2899.858,268,260,262,369,1117,8829.576,260,269
21614.621,43,[08]zλсн« 24h,2447,4,[08] zλсн« 24h Arrow,1177.345,285,277,289,143,697,5807.015,274,286
21614.621,44,[24]FλFυгιουS/,2364,83,[24] FλFυгιουS/ Mя_Sρσκ_,156.891,0,0,0,20,394,3460.618,285,299
21614.621,45,[36]hΔze »,2316,48,[36]hΔze » JohΝ.pbj,1113.050,262,254,262,145,1462,11214.887,244,261
21614.621,46,[06]mαnιacαlεndαя¬,2302,14,[06]mαnιacαlεndαя¬[dore²cuo] Amélie,2813.324,299,290,301,328,1263,10759.552,290,310
21614.621,47,[19]???NGaмers²???.,1898,404,[19]NGamers².Sixe !,962.388,320,312,321,119,708,5896.691,297,321
21734.721,1,[39]Inside The Game,2933,0,[39] nugget is Inside The Game,3022.188,244,242,244,418,418,3022.188,242,244
21734.721,2,[11]the.,2931,2,[11]the.ѕнояTу',7506.906,242,240,246,1055,2061,14715.854,240,243
21734.721,3,[31] TMM ¬,2930,1,[31] TMM ¬ CarlJr.,3024.098,241,240,240,426,426,3024.098,240,241
21734.721,4,[44]TMUnited,2909,21,[44]TMUnited Extreme,4491.807,244,242,245,625,625,4491.807,242,244
21734.721,5,[33]eK.,2898,11,[33]eK.paxmower_,3021.375,247,243,248,416,892,6499.718,243,247
21734.721,6,[25]ѕαw.,2886,12,[25] Capturé·au·lasѕαw·,3026.198,246,242,242,419,1133,8276.876,242,248
21734.721,7,[34]ΛИO|n|,2878,8,[34] ΛИO|n|Didou,3023.160,244,242,243,421,1373,9916.333,242,245
21734.721,8,[28]Flying|,2876,2,[28]Flying|Dutchy 24hLive,3023.326,244,242,243,421,925,6739.165,242,248
21734.721,9,[32]eK².,2869,7,[32]eK.Barbos,3022.321,247,244,247,415,415,3022.321,244,247
21734.721,10,[45]esu l,2868,1,[45] esu | נυмρєя,3026.455,248,245,251,415,1299,9556.161,245,250
21734.721,11,[23]mÇon|,2867,1,[23]mÇon|Swe|Q'Awé,3022.591,250,244,245,412,412,3022.591,244,250
21734.721,12,[27]KKK,2851,16,[27]KKKmagnet,6211.217,247,243,245,854,1317,9644.323,243,249
21734.721,13,[26]ѕαw.,2845,6,[26] ŚαŁмαηgeurde ѕαwcisse.,3021.182,251,244,257,410,410,3021.182,244,251
21734.721,14,[13] !mpact|,2835,10,[13]!mpact|SurLePareBrise.#Carglass,936.895,253,251,251,126,576,4258.268,246,251
21734.721,15,[09]«ρġġ.,2830,5,[09]«ρġġ.Cineon,6757.956,248,244,247,926,1844,13585.614,244,250
21734.721,16,[21]the.²,2830,0,[21]the².Jonny',3025.438,251,247,251,410,838,6267.642,247,254
21734.721,17,[30]mÇon|,2805,25,[30]mÇon|Luϻαr,3023.071,249,244,250,412,1961,14491.971,244,251
21734.721,18,[41]eXception|,2796,9,[41]eXc|Scho_O.,3023.015,253,246,252,406,406,3023.015,246,253
21734.721,19,[37]ѕαw.3,2781,15,[37] ѕαwstupid.3 Trackmania Tυяьσ.,6582.868,255,248,252,877,877,6582.868,248,255
21734.721,20,[05]ŦÐ'',2779,2,[05]ŦÐ"moo.unso!,3021.617,256,251,259,400,400,3021.617,251,256
21734.721,21,[35]eK³.,2777,2,[35] eK³.Marv!B,2791.734,259,255,258,365,1283,9924.700,255,263
21734.721,22,[03]orKs.,2774,3,[03] orKs.Yoyoshi,5208.144,252,245,255,701,701,5208.144,245,252
21734.721,23,[42]I'm horny,2751,23, [42] I'm horny. Grizzly,3021.768,264,252,264,387,1093,8371.446,249,259
21734.721,24,[38]hal.ko.,2742,9,[38] hal.ko.Tolkie,4424.076,265,253,273,566,566,4424.076,253,265
21734.721,25,[02]iггձէiօռձl,2739,3,[02] iггձէiօռձl π=3.14159...,3017.775,258,250,253,396,396,3017.775,250,258
21734.721,26,[29]Sρeed.,2731,8,[29]Sρeed.Hekta〆,3016.677,258,253,264,398,1350,10276.762,252,258
21734.721,27,[46]crYo *,2721,10,[46]crYo *Specktra,3019.382,257,251,258,398,908,6910.178,250,258
21734.721,28,[04]Ғox|,2716,5,[04]Ғox| FakeCop !,8681.532,266,259,262,1110,1110,8681.532,259,266
21734.721,29,[22]#JeSuisĐirt,2715,1,[22]ρυlѕе.Pilounours,2889.498,250,247,248,393,903,6718.849,247,253
21734.721,30,[17]edrm',2707,8,[17] edrm' Elmo,3021.005,278,266,271,369,369,3021.005,266,278
21734.721,31,[01]Tнe мιnιonѕ,2670,37,[01] Tнe мιnιonѕ Bob!,3021.104,256,252,256,401,401,3021.104,252,256
21734.721,32,[43]90's |,2669,1,[43]90's | ALF.esu,3198.703,263,257,264,412,832,6500.875,257,265
21734.721,33,[14]Care Bears,2649,20,[14] Take Care Bear ヅ>,3026.268,270,259,278,381,381,3026.268,259,270
21734.721,34,[16]Ян,2631,18,[16] Ян Ͼσsiϻσ87*,189.424,0,0,0,21,51,477.586,0,0
21734.721,35,[47]Noobius〢,2596,35,[47] Noobius〢COASTguard.,2037.403,281,258,276,250,1628,13472.997,258,282
21734.721,36,[20]Lunatic.,2587,9,[20]Lunatico.๔αηιιнσмє,1583.434,291,284,294,187,187,1583.434,284,291
21734.721,37,[10]「ßƒČ」,2550,37,[10]「ßƒČ」Striik,1425.731,265,260,262,184,184,1425.731,260,265
21734.721,38,[15]הeon,2539,11,madbelgiumhd,2978.474,309,296,299,333,333,2978.474,296,309
21734.721,39,[18]-КЗ-,2523,16,[18]-КЗ- Nanoツ,3023.679,273,264,273,377,791,6367.437,264,274
21734.721,40,[12]ŁıϭнT's,2491,32,[12] ŁıϭнT's.  Ringoa,2798.651,274,262,266,346,618,4907.082,255,269
21734.721,41,[07]øмǥהøøƀ |,2490,1,[07] øмǥהøøƀ | LeVieuxJah,2168.088,270,264,270,273,1191,9640.139,264,274
21734.721,42,[40]DunsteCrew,2468,22,[40] Dunste^CrewLeader #DC,3021.665,267,260,261,386,1134,8951.383,260,268
21734.721,43,[08]zλсн« 24h,2461,7,[08] zλсн« 24h Arrow,1298.262,285,277,289,156,710,5917.979,274,286
21734.721,44,[24]FλFυгιουS/,2377,84,[24] FλFυгιουS/ Mя_Sρσκ_,279.188,0,0,0,32,406,3574.528,285,299
21734.721,45,[36]hΔze »,2333,44,[36]hΔze » JohΝ.pbj,1239.641,262,254,262,161,1478,11335.381,244,261
21734.721,46,[06]mαnιacαlεndαя¬,2314,19,[06]mαnιacαlεndαя¬[dore²cuo] Amélie,2942.231,299,290,301,339,1274,10879.709,290,310
21734.721,47,[19]???NGaмers²???.,1913,401,[19]NGamers².Sixe !,1084.260,320,312,321,133,722,6011.358,297,321
21854.821,1,[39]Inside The Game,2949,0,[39] nugget is Inside The Game,3144.298,244,242,244,434,434,3144.298,242,244
21854.821,2,[11]the.,2947,2,[11]the.ѕнояTу',7627.520,242,240,246,1071,2077,14836.468,240,243
21854.821,3,[31] TMM ¬,2946,1,[31] TMM ¬ CarlJr.,3143.518,241,240,241,442,442,3143.518,240,241
21854.821,4,[44]TMUnited,2925,21,[44]TMUnited Extreme,4615.373,244,242,245,641,641,4615.373,242,244
21854.821,5,[33]eK.,2915,10,[33]eK.paxmower_,3144.092,247,243,248,433,909,6622.435,243,247
21854.821,6,[25]ѕαw.,2901,14,[25] Capturé·au·lasѕαw·,3141.795,246,242,242,434,1148,8392.473,242,248
21854.821,7,[34]ΛИO|n|,2894,7,[34] ΛИO|n|Didou,3143.585,244,242,243,437,1389,10036.758,242,245
21854.821,8,[28]Flying|,2892,2,[28]Flying|Dutchy 24hLive,3144.171,244,242,243,437,941,6860.010,242,248
21854.821,9,[32]eK².,2886,6,[32]eK.Barbos,3144.395,247,244,247,432,432,3144.395,244,247
21854.821,10,[45]esu l,2884,2,[45] esu | נυмρєя,3141.695,248,245,251,431,1315,9671.401,245,250
21854.821,11,[23]mÇon|,2883,1,[23]mÇon|Swe|Q'Awé,3134.994,250,244,245,428,428,3134.994,244,250
21854.821,12,[27]KKK,2866,17,[27] KKK///°cs,35.635,0,0,0,5,5,35.635,0,0
21854.821,13,[26]ѕαw.,2863,3,[26] ŚαŁмαηgeurde ѕαwcisse.,3144.974,251,244,257,428,428,3144.974,244,251
21854.821,14,[13] !mpact|,2849,14,[13]!mpact|SurLePareBrise.#Carglass,1053.441,257,251,264,140,590,4374.814,246,252
21854.821,15,[21]the.²,2847,2,[21]the².Jonny',3143.871,251,247,251,427,855,6386.075,247,254
21854.821,16,[09]«ρġġ.,2846,1,[09]«ρġġ.Cineon,6880.296,248,244,247,942,1860,13707.954,244,250
21854.821,17,[30]mÇon|,2821,25,[30]mÇon|Luϻαr,3137.601,249,244,250,428,1977,14606.501,244,251
21854.821,18,[41]eXception|,2813,8,[41]eXc|Scho_O.,3140.425,253,246,247,423,423,3140.425,246,253
21854.821,19,[37]ѕαw.3,2799,14,[37] ѕαwstupid.3 Trackmania Tυяьσ.,6709.948,255,248,254,895,895,6709.948,248,255
21854.821,20,[05]ŦÐ'',2794,5,[5] ŦÐ"Beam,55.567,0,0,0,7,653,5027.130,250,260
21854.821,21,[35]eK³.,2793,1,[35] eK³.Marv!B,2912.065,259,255,257,381,1299,10045.031,255,263
21854.821,22,[03]orKs.,2791,2,[03] orKs.Yoyoshi,5326.650,252,245,253,718,718,5326.650,245,252
21854.821,23,[42]I'm horny,2766,25, [42] I'm horny. Grizzly,3139.347,264,252,264,402,1108,8489.025,249,259
21854.821,24,[38]hal.ko.,2756,10,[38] hal.ko.Tolkie,4537.043,265,253,273,580,580,4537.043,253,265
21854.821,25,[02]iггձէiօռձl,2756,0,[02] iггձէiօռձl π=3.14159...,3140.100,258,250,253,413,413,3140.100,250,258
21854.821,26,[29]Sρeed.,2748,8,[29]Sρeed.Hekta〆,3143.185,258,253,254,415,1367,10403.270,252,258
21854.821,27,[46]crYo *,2737,11,[46]crYo *Specktra,3138.444,257,251,255,414,924,7029.240,250,258
21854.821,28,[04]Ғox|,2731,6,[04]Ғox| FakeCop !,8802.422,266,259,262,1125,1125,8802.422,259,266
21854.821,29,[22]#JeSuisĐirt,2730,1,[22]ρυlѕе.Pilounours,3006.776,250,247,248,408,918,6836.127,247,253
21854.821,30,[17]edrm',2723,7,[17] edrm' Elmo,3137.958,279,266,280,385,385,3137.958,266,279
21854.821,31,[01]Tнe мιnιonѕ,2686,37,[01] Tнe мιnιonѕ Bob!,3143.898,256,252,255,417,417,3143.898,252,256
21854.821,32,[43]90's |,2684,2,[43]90's | ALF.esu,3321.799,263,257,264,427,847,6623.971,257,265
21854.821,33,[14]Care Bears,2663,21,[14] Take Care Bear ヅ>,3143.204,270,259,278,395,395,3143.204,259,270
21854.821,34,[16]Ян,2642,21,[16] Ян Ͼσsiϻσ87*,306.786,0,0,0,32,62,594.948,0,0
21854.821,35,[47]Noobius〢,2610,32,[47] Noobius〢COASTguard.,2161.384,281,258,276,264,1642,13596.978,258,282
21854.821,36,[20]Lunatic.,2601,9,[20]Lunatico.๔αηιιнσмє,1708.395,291,284,294,201,201,1708.395,284,291
21854.821,37,[10]「ßƒČ」,2564,37,[10]「ßƒČ」Striik,1541.649,265,260,262,198,198,1541.649,260,265
21854.821,38,[15]הeon,2552,12,madbelgiumhd,3104.901,309,296,313,346,346,3104.901,296,309
21854.821,39,[18]-КЗ-,2537,15,[18]-КЗ- Nanoツ,3138.250,273,264,273,391,805,6482.008,264,274
21854.821,40,[12]ŁıϭнT's,2506,31,[12] ŁıϭнT's.  Ringoa,2914.991,274,262,266,361,633,5023.422,255,269
21854.821,41,[07]øмǥהøøƀ |,2506,0,[07] øмǥהøøƀ | LeVieuxJah,2286.948,270,264,270,289,1207,9758.999,264,274
21854.821,42,[40]DunsteCrew,2483,23,[40] Dunste^CrewLeader #DC,3141.307,267,260,261,401,1149,9071.025,260,268
21854.821,43,[08]zλсн« 24h,2475,8,[08] zλсн« 24h Arrow,1419.666,286,277,286,170,724,6039.383,274,286
21854.821,44,[24]FλFυгιουS/,2391,84,[24]FλFυгιουS/Emeto,38.668,0,0,0,5,807,6308.904,266,280
21854.821,45,[36]hΔze »,2349,42,[36]hΔze » JohΝ.pbj,1359.164,260,254,255,177,1494,11454.904,244,261
21854.821,46,[06]mαnιacαlεndαя¬,2328,21,[06]mαnιacαlεndαя¬[dore²cuo] Amélie,3058.708,302,290,324,353,1288,10996.186,290,311
21854.821,47,[19]???NGaмers²???.,1925,403,[19]NGamers².Sixe !,1203.214,320,312,321,145,734,6130.312,297,321
21974.902,1,[39]Inside The Game,2966,0,[39] nugget is Inside The Game,3263.488,244,242,245,451,451,3263.488,242,244
21974.902,2,[11]the.,2965,1,[11]the.ѕнояTу',7748.453,242,240,242,1089,2095,14957.401,240,243
21974.902,3,[31] TMM ¬,2964,1,[31] TMM ¬ CarlJr.,3264.052,241,240,241,460,460,3264.052,240,241
21974.902,4,[44]TMUnited,2942,22,[44]TMUnited Extreme,4730.929,244,242,246,658,658,4730.929,242,244
21974.902,5,[33]eK.,2931,11,[33]eK.paxmower_,3258.895,247,243,244,449,925,6737.238,243,247
21974.902,6,[25]ѕαw.,2919,12,[25] Capturé·au·lasѕαw·,3264.725,246,242,245,452,1166,8515.403,242,248
21974.902,7,[34]ΛИO|n|,2911,8,[34] ΛИO|n|Didou,3258.858,244,242,243,454,1406,10152.031,242,245
21974.902,8,[28]Flying|,2909,2,[28]Flying|Dutchy 24hLive,3259.988,244,242,245,454,958,6975.827,242,248
21974.902,9,[32]eK².,2902,7,[32]eK.Barbos,3257.248,247,243,243,448,448,3257.248,243,247
21974.902,10,[45]esu l,2900,2,[45] esu | נυмρєя,3258.786,248,245,249,447,1331,9788.492,245,250
21974.902,11,[23]mÇon|,2898,2,[23]mÇon|Wag.nl,52.792,0,0,0,7,1034,7488.914,241,246
21974.902,12,[27]KKK,2882,16,[27] KKK///°cs,162.358,0,0,0,21,21,162.358,0,0
21974.902,13,[26]ѕαw.,2878,4,[26] ŚαŁмαηgeurde ѕαwcisse.,3259.221,250,244,245,443,443,3259.221,244,250
21974.902,14,[13] !mpact|,2865,13,[13]!mpact|SurLePareBrise.#Carglass,1168.014,257,251,264,156,606,4489.387,246,252
21974.902,15,[09]«ρġġ.,2862,3,[09]«ρġġ.Cineon,6997.182,248,244,254,958,1876,13824.840,244,250
21974.902,16,[21]the.²,2862,0,[21]the².Jonny',3261.245,250,247,249,442,870,6503.449,247,253
21974.902,17,[30]mÇon|,2837,25,[30]mÇon|Luϻαr,3259.153,249,244,248,444,1993,14728.053,244,251
21974.902,18,[41]eXception|,2829,8,[41]eXc|Scho_O.,3260.975,253,246,247,439,439,3260.975,246,253
21974.902,19,[37]ѕαw.3,2814,15,[37] ѕαwstupid.3 Trackmania Tυяьσ.,6825.999,255,248,254,910,910,6825.999,248,255
21974.902,20,[05]ŦÐ'',2810,4,[5] ŦÐ"Beam,177.125,0,0,0,23,669,5148.688,250,260
21974.902,21,[35]eK³.,2807,3,[35] eK³.Marv!B,3036.627,259,255,257,395,1313,10169.593,255,263
21974.902,22,[03]orKs.,2807,0,[03] orKs.Yoyoshi,5448.660,252,245,253,734,734,5448.660,245,252
21974.902,23,[42]I'm horny,2783,24, [42] I'm horny. Grizzly,3261.841,263,252,256,419,1125,8611.519,249,259
21974.902,24,[38]hal.ko.,2773,10,[38] hal.ko.Tolkie,4656.670,264,253,255,597,597,4656.670,253,264
21974.902,25,[02]iггձէiօռձl,2772,1,[02] iггձէiօռձl π=3.14159...,3258.105,258,250,253,429,429,3258.105,250,258
21974.902,26,[29]Sρeed.,2764,8,[29]Sρeed.Hekta〆,3262.223,258,253,254,431,1383,10522.308,252,258
21974.902,27,[46]crYo *,2753,11,[46]crYo *Specktra,3260.728,257,251,255,430,940,7151.524,250,258
21974.902,28,[22]#JeSuisĐirt,2747,6,[22]ρυlѕе.Pilounours,3125.533,250,247,248,425,935,6954.884,247,253
21974.902,29,[04]Ғox|,2747,0,[04]Ғox| FakeCop !,8920.134,266,259,260,1141,1141,8920.134,259,266
21974.902,30,[17]edrm',2737,10,[17] edrm' Elmo,3262.998,279,266,280,399,399,3262.998,266,279
21974.902,31,[01]Tнe мιnιonѕ,2701,36,[01] Tнe мιnιonѕ Bob!,3255.866,256,252,255,432,432,3255.866,252,256
21974.902,32,[43]90's |,2700,1,[43]90's | ALF.esu,3436.354,263,257,261,443,863,6738.526,257,265
21974.902,33,[14]Care Bears,2678,22,[14] Take Care Bear ヅ>,3257.952,270,259,276,410,410,3257.952,259,270
21974.902,34,[16]Ян,2658,20,[16] Ян Ͼσsiϻσ87*,434.602,0,327,327,48,78,722.764,327,0
21974.902,35,[47]Noobius〢,2625,33,[47] Noobius〢COASTguard.,2274.534,279,258,268,279,1657,13710.128,258,281
21974.902,36,[20]Lunatic.,2617,8,[20]Lunatico.๔αηιιнσмє,1826.458,288,278,278,217,217,1826.458,278,288
21974.902,37,[10]「ßƒČ」,2580,37,[10]「ßƒČ」Striik,1663.132,265,260,264,214,214,1663.132,260,265
21974.902,38,[15]הeon,2566,14,madbelgiumhd,3221.341,309,296,313,360,360,3221.341,296,309
21974.902,39,[18]-КЗ-,2550,16,[18]-КЗ- Nanoツ,3259.752,273,264,273,404,818,6603.510,264,274
21974.902,40,[12]ŁıϭнT's,2521,29,[12] ŁıϭнT's.  Ringoa,3034.285,273,262,264,376,648,5142.716,255,269
21974.902,41,[07]øмǥהøøƀ |,2520,1,[07] øмǥהøøƀ | LeVieuxJah,2403.902,270,264,270,303,1221,9875.953,264,274
21974.902,42,[40]DunsteCrew,2499,21,[40] Dunste^CrewLeader #DC,3262.648,266,257,257,417,1165,9192.366,257,268
21974.902,43,[08]zλсн« 24h,2491,8,[08] zλсн« 24h Arrow,1543.142,286,277,286,186,740,6162.859,274,286
21974.902,44,[24]FλFυгιουS/,2406,85,[24]FλFυгιουS/Emeto,159.872,0,0,0,20,822,6430.108,266,280
21974.902,45,[36]hΔze »,2359,47,[36]hΔze » JohΝ.pbj,1433.463,260,254,255,187,1504,11529.203,244,261
21974.902,46,[06]mαnιacαlεndαя¬,2341,18,[06]mαnιacαlεndαя¬[dore²cuo] Amélie,3178.171,302,290,324,366,1301,11115.649,290,311
21974.902,47,[19]???NGaмers²???.,1938,403,[19]NGamers².Sixe !,1327.902,316,307,307,158,747,6255.000,297,320
22095.001,1,[39]Inside The Game,2982,0,[39] nugget is Inside The Game,3383.035,244,242,245,467,467,3383.035,242,244
22095.001,2,[11]the.,2981,1,[11]the.ѕнояTу',7867.846,242,240,242,1105,2111,15076.794,240,243
22095.001,3,[31] TMM ¬,2979,2,[31] TMM ¬ CarlJr.,3374.978,241,240,241,475,475,3374.978,240,241
22095.001,4,[44]TMUnited,2958,21,[44]TMUnited Extreme,4851.173,244,242,246,674,674,4851.173,242,244
22095.001,5,[33]eK.,2948,10,[33]eK.paxmower_,3381.911,247,243,244,466,942,6860.254,243,247
22095.001,6,[25]ѕαw.,2934,14,[25] Capturé·au·lasѕαw·,3377.708,246,242,245,467,1181,8628.386,242,248
22095.001,7,[34]ΛИO|n|,2927,7,[34] ΛИO|n|Didou,3378.309,244,242,243,470,1422,10271.482,242,245
22095.001,8,[28]Flying|,2925,2,[28]Flying|Dutchy 24hLive,3379.044,244,242,245,470,974,7094.883,242,248
22095.001,9,[32]eK².,2919,6,[32]eK.Barbos,3381.512,247,243,243,465,465,3381.512,243,247
22095.001,10,[45]esu l,2916,3,[45] esu | נυмρєя,3375.354,248,245,249,463,1347,9905.060,245,250
22095.001,11,[23]mÇon|,2914,2,[23]mÇon|Wag.nl,170.167,0,0,0,23,1050,7606.289,241,246
22095.001,12,[27]KKK,2898,16,[27] KKK///°cs,280.954,0,263,263,37,37,280.954,263,0
22095.001,13,[26]ѕαw.,2896,2,[26] ŚαŁмαηgeurde ѕαwcisse.,3381.927,250,244,245,461,461,3381.927,244,250
22095.001,14,[13] !mpact|,2880,16,[13]!mpact|SurLePareBrise.#Carglass,1291.461,257,251,257,171,621,4612.834,246,252
22095.001,15,[21]the.²,2879,1,[21]the².Jonny',3379.231,250,247,249,459,887,6621.435,247,253
22095.001,16,[09]«ρġġ.,2878,1,[09]«ρġġ.Cineon,7109.403,248,244,254,974,1892,13937.061,244,250
22095.001,17,[30]mÇon|,2852,26,[30]mÇon|Luϻαr,3382.882,249,244,248,459,2008,14851.782,244,251
22095.001,18,[41]eXception|,2846,6,[41]eXc|Scho_O.,3383.386,252,244,244,456,456,3383.386,244,252
22095.001,19,[37]ѕαw.3,2831,15,[37] ѕαwstupid.3 Trackmania Tυяьσ.,6944.253,255,248,250,927,927,6944.253,248,255
22095.001,20,[05]ŦÐ'',2826,5,[5] ŦÐ"Beam,296.242,0,264,264,39,685,5267.805,250,260
22095.001,21,[03]orKs.,2824,2,[03] orKs.Yoyoshi,5565.984,251,245,246,751,751,5565.984,245,251
22095.001,22,[35]eK³.,2822,2,[35] eK³.Marv!B,3155.824,261,255,281,410,1328,10288.790,255,263
22095.001,23,[42]I'm horny,2796,26, [42] I'm horny. Grizzly,3375.225,263,252,256,432,1138,8724.903,249,259
22095.001,24,[02]iггձէiօռձl,2788,8,[02] iггձէiօռձl π=3.14159...,3378.695,257,250,251,445,445,3378.695,250,257
22095.001,25,[38]hal.ko.,2788,0,[38] hal.ko.Tolkie,4781.085,264,253,255,612,612,4781.085,253,264
22095.001,26,[29]Sρeed.,2780,8,[29]Sρeed.Hekta〆,3377.858,257,252,252,447,1399,10637.943,252,258
22095.001,27,[46]crYo *,2770,10,[46]crYo *Specktra,3383.310,257,251,254,447,957,7274.106,250,257
22095.001,28,[22]#JeSuisĐirt,2763,7,[22]ρυlѕе.Pilounours,3247.826,250,247,248,441,951,7077.177,247,253
22095.001,29,[04]Ғox|,2762,1,[04]Ғox| FakeCop !,9035.634,266,259,260,1156,1156,9035.634,259,266
22095.001,30,[17]edrm',2752,10,[17] edrm' Elmo,3374.976,278,266,270,414,414,3374.976,266,278
22095.001,31,[01]Tнe мιnιonѕ,2717,35,[01] Tнe мιnιonѕ Bob!,3377.768,256,252,262,448,448,3377.768,252,256
22095.001,32,[43]90's |,2715,2,[43]90's | ALF.esu,3556.010,263,257,261,458,878,6858.182,257,265
22095.001,33,[14]Care Bears,2692,23,[14] Take Care Bear ヅ>,3374.815,270,259,276,424,424,3374.815,259,270
22095.001,34,[16]Ян,2669,23,[16] Ян Ͼσsiϻσ87*,549.018,0,327,327,59,89,837.180,327,0
22095.001,35,[47]Noobius〢,2640,29,[47] Noobius〢COASTguard.,2396.011,279,258,268,294,1672,13831.605,258,281
22095.001,36,[20]Lunatic.,2630,10,[20]Lunatico.๔αηιιнσмє,1946.720,288,278,278,230,230,1946.720,278,288
22095.001,37,[10]「ßƒČ」,2594,36,[10]「ßƒČ」Striik,1776.218,265,260,264,228,228,1776.218,260,265
22095.001,38,[15]הeon,2579,15,madbelgiumhd,3336.783,309,296,313,373,373,3336.783,296,309
